idd,species_id,version_id,flavor_text
1819,73,7,"TENTACRUEL has large red orbs on its
head. The orbs glow before lashing the
vicinity with a harsh ultrasonic blast.This POKéMON’s outburst creates rough
waves around it."
1820,73,8,"TENTACRUEL has tentacles that can be
freely elongated and shortened at will.
It ensnares prey with its tentacles andweakens the prey by dosing it with a
harsh toxin. It can catch up to 80
prey at the same time."
1821,73,9,"It lives in complex rock formations on
the ocean floor and traps prey using its
80 tentacles. Its red orbs glow when it
grows excited or agitated."
1822,73,10,"It has 80 tentacles that move about
freely. They can sting, causing poisoning
and sharp, stabbing pain."
1823,73,11,"The tentacles are normally kept short.
On hunts, they are extended to ensnare
and immobilize prey."
1824,73,12,"With 80 tentacles for ensnaring
victims, it prevents escape until
the prey is weakened by poison."
1825,73,13,"It alerts others to danger by
stridently flashing the red orbs
on its head."
1826,73,14,"It extends its 80 tentacles to
form an encircling poisonous net
that is difficult to escape."
1827,73,15,"Its 80 tentacles absorb water and
stretch almost endlessly to
constrict its prey and enemies."
1828,73,16,"In battle, it extends all 80 of
its tentacles to entrap its opponent
inside a poisonous net."
1829,73,17,"It extends its 80 tentacles to
form an encircling poisonous net
that is difficult to escape."
1830,73,18,"It extends its 80 tentacles to
form an encircling poisonous net
that is difficult to escape."
1831,73,21,"It extends its 80 tentacles to
form an encircling poisonous net
that is difficult to escape."
1832,73,22,"It extends its 80 tentacles to
form an encircling poisonous net
that is difficult to escape."
1833,73,23,"The tentacles are normally kept short. On hunts,
they are extended to ensnare and immobilize prey."
1834,73,24,"It has 80 tentacles that move about freely.
They can sting, causing poisoning and sharp,
stabbing pain."
1835,73,25,"Tentacruel has large red orbs on its head. The orbs glow
before lashing the vicinity with a harsh ultrasonic blast.
This Pokémon’s outburst creates rough waves around it."
1836,73,26,"Tentacruel has tentacles that can be freely elongated
and shortened at will. It ensnares prey with its tentacles
and weakens the prey by dosing it with a harsh toxin.
It can catch up to 80 prey at the same time."
1837,73,28,"Although these Pokémon are rare, when a large
outbreak of them occurs, all fish Pokémon
disappear from the surrounding sea."
1838,73,29,"It fires off ultrasonic waves from its red orbs
to weaken its prey, and then it wraps them up
in its 80 tentacles."
1839,74,1,"Found in fields
and mountains.
Mistaking themfor boulders,
people often step
or trip on them."
1840,74,2,"Found in fields
and mountains.
Mistaking themfor boulders,
people often step
or trip on them."
1841,74,3,"Commonly found
near mountain
trails, etc.If you step on
one by accident,
it gets angry."
1842,74,4,"Most people may
not notice, but
a closer lookshould reveal that
there are many
GEODUDE around."
1843,74,5,"It uses its arms
to steadily climb
steep mountainpaths. It swings
its fists around
if angered."
1844,74,6,"Proud of their
sturdy bodies,
they bash againsteach other in a
contest to prove
whose is harder."
1845,74,7,"The longer a GEODUDE lives, the more
its edges are chipped and worn away,
making it more rounded in appearance.However, this POKéMON’s heart will
remain hard, craggy, and rough always."
1846,74,8,"When GEODUDE sleeps deeply, it buries
itself halfway into the ground.
It will not awaken even if hikers stepon it unwittingly.
In the morning, this POKéMON rolls
downhill in search of food."
1847,74,9,"It climbs mountain paths using only the
power of its arms. Because they look just
like boulders lining paths, hikers may step
on them without noticing."
1848,74,10,"Its round form makes it easy to pick up.
Some people have used them to hurl
at each other in a snowball fight."
1849,74,11,"Found in fields and mountains. Mistaking
them for boulders, people often step or
trip on them."
1850,74,12,"Many live on mountain trails
and remain half buried while
keeping an eye on climbers."
1851,74,13,"It is impossible to distinguish from
rocks. It slams against others in
contests of hardness."
1852,74,14,"At rest, it looks just like a rock.
Carelessly stepping on it will make
it swing its fists angrily."
1853,74,15,"Most people may not notice,
but a closer look should reveal that
there are many GEODUDE around."
1854,74,16,"It uses its arms to steadily climb
steep mountain paths. It swings
its fists around if angered."
1855,74,17,"At rest, it looks just like a rock.
Carelessly stepping on it will make
it swing its fists angrily."
1856,74,18,"At rest, it looks just like a rock.
Carelessly stepping on it will make
it swing its fists angrily."
1857,74,21,"At rest, it looks just like a rock.
Carelessly stepping on it will make
it swing its fists angrily."
1858,74,22,"At rest, it looks just like a rock.
Carelessly stepping on it will make
it swing its fists angrily."
1859,74,23,"Found in fields and mountains. Mistaking them for
boulders, people often step or trip on them."
1860,74,24,"It is impossible to distinguish from rocks. It slams
against others in contests of hardness."
1861,74,25,"The longer a Geodude lives, the more its edges are chipped
and worn away, making it more rounded in appearance.
However, this Pokémon’s heart will remain hard, craggy,
and rough always."
1862,74,26,"When Geodude sleeps deeply, it buries itself halfway into the
ground. It will not awaken even if hikers step on it unwittingly.
In the morning, this Pokémon rolls downhill in search of food."
1863,74,28,"There are plenty of them to be found along any
road. A scholar with too much free time once
counted a hundred of them along a single route."
1864,74,29,"Geodude that have lived a long life have had all
their edges smoothed out until they’re totally
round. They also have a calm, quiet disposition."
1865,75,1,"Rolls down slopes
to move. It rolls
over any obstaclewithout slowing
or changing its
direction."
1866,75,2,"Rolls down slopes
to move. It rolls
over any obstaclewithout slowing
or changing its
direction."
1867,75,3,"Often seen rolling
down mountain
trails. Obstaclesare just things to
roll straight
over, not avoid."
1868,75,4,"With a free and
uncaring nature,
it doesn't mind ifpieces break off
while it rolls
down mountains."
1869,75,5,"A slow walker, it
rolls to move. It
pays no attentionto any object that
happens to be in
its path."
1870,75,6,"It travels by rol­
ling on mountain
paths. If it gainstoo much speed, it
stops by running
into huge rocks."
1871,75,7,"GRAVELER grows by feeding on rocks.
Apparently, it prefers to eat rocks
that are covered in moss.This POKéMON eats its way through
a ton of rocks on a daily basis."
1872,75,8,"Rocks are GRAVELER’s favorite food.
This POKéMON will climb a mountain from
the base to the summit, crunchinglyfeasting on rocks all the while.
Upon reaching the peak, it rolls back
down to the bottom."
1873,75,9,"They descend from mountains by tumbling
down steep slopes. They are so brutal,
they smash aside obstructing trees and
massive boulders with thunderous tackles."
1874,75,10,"Be careful while hiking on mountain trails.
GRAVELER may come rolling down the path
without slowing."
1875,75,11,"Rolls down slopes to move. It rolls over
any obstacle without slowing or changing
its direction."
1876,75,12,"GRAVELER make their homes on
sheer cliff faces by gouging out
numerous horizontal holes."
1877,75,13,"It tumbles down slopes, heedless
of any body parts chipping off.
It eats a ton of rocks daily."
1878,75,14,"It rolls on mountain paths to move.
Once it builds momentum, no Pokémon
can stop it without difficulty."
1879,75,15,"With a free and uncaring nature,
it doesn’t mind if pieces break off
while it rolls down mountains."
1880,75,16,"A slow walker, it rolls to move. It
pays no attention to any object that
happens to be in its path."
1881,75,17,"It rolls on mountain paths to move.
Once it builds momentum, no Pokémon
can stop it without difficulty."
1882,75,18,"It rolls on mountain paths to move.
Once it builds momentum, no Pokémon
can stop it without difficulty."
1883,75,21,"It rolls on mountain paths to move.
Once it builds momentum, no Pokémon
can stop it without difficulty."
1884,75,22,"It rolls on mountain paths to move.
Once it builds momentum, no Pokémon
can stop it without difficulty."
1885,75,23,"With a free and uncaring nature, it doesn’t mind
if pieces break off while it rolls down mountains."
1886,75,24,"Rolls down slopes to move. It rolls over any
obstacle without slowing or changing its direction."
1887,75,25,"Graveler grows by feeding on rocks. Apparently, it prefers to
eat rocks that are covered in moss. This Pokémon eats its way
through a ton of rocks on a daily basis."
1888,75,26,"Rocks are Graveler’s favorite food. This Pokémon will climb a
mountain from the base to the summit, crunchingly feasting on
rocks all the while. Upon reaching the peak, it rolls back down
to the bottom."
1889,75,28,"This slow-footed Pokémon moves by curling up
and rolling instead of walking. With enough
momentum, its speed can exceed 60 mph."
1890,75,29,"It climbs up cliffs as it heads toward the peak
of a mountain. As soon as it reaches the summit,
it rolls back down the way it came."
1891,76,1,"Its boulder-like
body is extremely
hard. It caneasily withstand
dynamite blasts
without damage."
1892,76,2,"Its boulder-like
body is extremely
hard. It caneasily withstand
dynamite blasts
without damage."
1893,76,3,"Once it sheds its
skin, its body
turns tender andwhitish. Its hide
hardens when it's
exposed to air."
1894,76,4,"It sheds its skin
once a year. The
discarded shellimmediately hard­
ens and crumbles
away."
1895,76,5,"It is capable of
blowing itself up.
It uses thisexplosive force to
jump from mountain
to mountain."
1896,76,6,"Its rock-like body
is so durable,
even high-powereddynamite blasts
fail to scratch
its rugged hide."
1897,76,7,"GOLEM live up on mountains.
If there is a large earthquake, these
POKéMON will come rolling down offthe mountains en masse to the
foothills below."
